ID,SimNumber,RQAclass,PEclass,HVAclass,DTclass
78,Sim.78,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
80,Sim.78,not chaotic,not chaotic,not chaotic,not chaotic
81,Sim.78,chaotic,chaotic,not chaotic,not chaotic
82,Sim.78,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.78,chaotic,chaotic,not chaotic,not chaotic
84,Sim.78,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.78,not chaotic,chaotic,chaotic,not chaotic
86,Sim.78,not chaotic,chaotic,chaotic,not chaotic
87,Sim.78,chaotic,not chaotic,not chaotic,not chaotic
88,Sim.78,chaotic,chaotic,chaotic,not chaotic
89,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
90,Sim.78,chaotic,not chaotic,not chaotic,not chaotic
91,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
92,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
93,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.78,chaotic,not chaotic,not chaotic,not chaotic
95,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
96,Sim.78,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
4,Sim.79,chaotic,not chaotic,not chaotic,chaotic
5,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
9,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.79,chaotic,not chaotic,not chaotic,chaotic
13,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.79,chaotic,not chaotic,not chaotic,chaotic
17,Sim.79,chaotic,chaotic,not chaotic,chaotic
18,Sim.79,chaotic,chaotic,not chaotic,not chaotic
19,Sim.79,chaotic,chaotic,not chaotic,not chaotic
20,Sim.79,not chaotic,chaotic,not chaotic,chaotic
21,Sim.79,chaotic,chaotic,not chaotic,chaotic
22,Sim.79,chaotic,chaotic,not chaotic,not chaotic
23,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
24,Sim.79,chaotic,chaotic,not chaotic,not chaotic
25,Sim.79,not chaotic,chaotic,not chaotic,chaotic
26,Sim.79,chaotic,chaotic,not chaotic,not chaotic
27,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.79,chaotic,chaotic,not chaotic,not chaotic
29,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.79,chaotic,chaotic,not chaotic,not chaotic
31,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.79,chaotic,chaotic,not chaotic,not chaotic
33,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
38,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.79,not chaotic,not chaotic,not chaotic,chaotic
45,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
48,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
49,Sim.79,not chaotic,chaotic,chaotic,chaotic
50,Sim.79,chaotic,chaotic,chaotic,chaotic
51,Sim.79,chaotic,not chaotic,chaotic,chaotic
52,Sim.79,chaotic,chaotic,chaotic,not chaotic
53,Sim.79,chaotic,chaotic,chaotic,chaotic
54,Sim.79,chaotic,chaotic,chaotic,chaotic
55,Sim.79,chaotic,chaotic,chaotic,chaotic
56,Sim.79,chaotic,chaotic,chaotic,chaotic
57,Sim.79,chaotic,chaotic,chaotic,chaotic
58,Sim.79,chaotic,chaotic,chaotic,not chaotic
59,Sim.79,chaotic,chaotic,chaotic,chaotic
60,Sim.79,not chaotic,chaotic,chaotic,chaotic
61,Sim.79,not chaotic,chaotic,chaotic,chaotic
62,Sim.79,chaotic,chaotic,chaotic,chaotic
63,Sim.79,chaotic,chaotic,chaotic,chaotic
64,Sim.79,chaotic,chaotic,chaotic,chaotic
65,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.79,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.79,not chaotic,chaotic,chaotic,not chaotic
78,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
80,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
81,Sim.79,chaotic,chaotic,not chaotic,not chaotic
82,Sim.79,chaotic,chaotic,not chaotic,not chaotic
83,Sim.79,chaotic,chaotic,not chaotic,not chaotic
84,Sim.79,chaotic,chaotic,not chaotic,not chaotic
85,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
86,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
87,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
88,Sim.79,not chaotic,chaotic,not chaotic,not chaotic
89,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
90,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
92,Sim.79,chaotic,not chaotic,chaotic,not chaotic
93,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.79,not chaotic,not chaotic,chaotic,not chaotic
95,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.79,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.80,not chaotic,not chaotic,not chaotic,chaotic
4,Sim.80,chaotic,not chaotic,not chaotic,chaotic
5,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
7,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.80,chaotic,not chaotic,not chaotic,chaotic
9,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.80,not chaotic,not chaotic,not chaotic,chaotic
12,Sim.80,not chaotic,not chaotic,not chaotic,chaotic
13,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
15,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
17,Sim.80,chaotic,chaotic,not chaotic,chaotic
18,Sim.80,chaotic,chaotic,not chaotic,not chaotic
19,Sim.80,chaotic,chaotic,not chaotic,not chaotic
20,Sim.80,not chaotic,chaotic,not chaotic,chaotic
21,Sim.80,chaotic,chaotic,not chaotic,not chaotic
22,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
23,Sim.80,chaotic,chaotic,not chaotic,not chaotic
24,Sim.80,chaotic,chaotic,not chaotic,not chaotic
25,Sim.80,chaotic,chaotic,not chaotic,not chaotic
26,Sim.80,chaotic,chaotic,not chaotic,not chaotic
27,Sim.80,chaotic,chaotic,not chaotic,not chaotic
28,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
29,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.80,chaotic,chaotic,not chaotic,not chaotic
33,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
47,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
49,Sim.80,chaotic,chaotic,chaotic,chaotic
50,Sim.80,chaotic,chaotic,chaotic,chaotic
51,Sim.80,chaotic,chaotic,chaotic,chaotic
52,Sim.80,chaotic,chaotic,chaotic,chaotic
53,Sim.80,chaotic,chaotic,not chaotic,chaotic
54,Sim.80,chaotic,chaotic,chaotic,chaotic
55,Sim.80,chaotic,chaotic,chaotic,chaotic
56,Sim.80,not chaotic,chaotic,not chaotic,chaotic
57,Sim.80,not chaotic,chaotic,chaotic,chaotic
58,Sim.80,chaotic,chaotic,chaotic,chaotic
59,Sim.80,chaotic,chaotic,chaotic,chaotic
60,Sim.80,not chaotic,chaotic,chaotic,chaotic
61,Sim.80,not chaotic,chaotic,chaotic,chaotic
62,Sim.80,chaotic,chaotic,chaotic,chaotic
63,Sim.80,not chaotic,chaotic,not chaotic,chaotic
64,Sim.80,not chaotic,chaotic,chaotic,not chaotic
65,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.80,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.80,not chaotic,not chaotic,chaotic,not chaotic
80,Sim.80,not chaotic,chaotic,chaotic,not chaotic
81,Sim.80,chaotic,chaotic,not chaotic,not chaotic
82,Sim.80,chaotic,chaotic,not chaotic,not chaotic
83,Sim.80,chaotic,chaotic,not chaotic,not chaotic
84,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.80,not chaotic,not chaotic,chaotic,not chaotic
86,Sim.80,chaotic,not chaotic,not chaotic,not chaotic
87,Sim.80,not chaotic,chaotic,chaotic,not chaotic
88,Sim.80,not chaotic,chaotic,chaotic,not chaotic
89,Sim.80,chaotic,not chaotic,chaotic,not chaotic
90,Sim.80,chaotic,not chaotic,chaotic,not chaotic
91,Sim.80,not chaotic,not chaotic,chaotic,not chaotic
92,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
94,Sim.80,not chaotic,not chaotic,chaotic,not chaotic
95,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.80,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
5,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.81,not chaotic,not chaotic,not chaotic,chaotic
9,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.81,not chaotic,not chaotic,not chaotic,chaotic
11,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.81,chaotic,not chaotic,not chaotic,chaotic
13,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.81,chaotic,not chaotic,not chaotic,chaotic
17,Sim.81,chaotic,chaotic,not chaotic,chaotic
18,Sim.81,chaotic,chaotic,not chaotic,not chaotic
19,Sim.81,chaotic,chaotic,not chaotic,chaotic
20,Sim.81,chaotic,chaotic,not chaotic,chaotic
21,Sim.81,chaotic,chaotic,not chaotic,not chaotic
22,Sim.81,chaotic,chaotic,not chaotic,not chaotic
23,Sim.81,chaotic,chaotic,not chaotic,not chaotic
24,Sim.81,chaotic,chaotic,not chaotic,not chaotic
25,Sim.81,chaotic,chaotic,not chaotic,not chaotic
26,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.81,chaotic,chaotic,not chaotic,not chaotic
28,Sim.81,chaotic,chaotic,not chaotic,not chaotic
29,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.81,chaotic,chaotic,not chaotic,not chaotic
31,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
33,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.81,chaotic,chaotic,not chaotic,not chaotic
49,Sim.81,chaotic,chaotic,chaotic,chaotic
50,Sim.81,chaotic,chaotic,chaotic,chaotic
51,Sim.81,chaotic,chaotic,chaotic,chaotic
52,Sim.81,chaotic,chaotic,chaotic,chaotic
53,Sim.81,chaotic,chaotic,not chaotic,chaotic
54,Sim.81,chaotic,chaotic,chaotic,chaotic
55,Sim.81,chaotic,chaotic,chaotic,chaotic
56,Sim.81,chaotic,not chaotic,chaotic,chaotic
57,Sim.81,chaotic,chaotic,chaotic,chaotic
58,Sim.81,chaotic,chaotic,chaotic,chaotic
59,Sim.81,chaotic,chaotic,chaotic,chaotic
60,Sim.81,chaotic,chaotic,chaotic,chaotic
61,Sim.81,chaotic,chaotic,chaotic,chaotic
62,Sim.81,chaotic,chaotic,chaotic,not chaotic
63,Sim.81,not chaotic,not chaotic,chaotic,chaotic
64,Sim.81,not chaotic,chaotic,chaotic,not chaotic
65,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
71,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.81,not chaotic,chaotic,chaotic,not chaotic
76,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.81,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.81,not chaotic,chaotic,chaotic,not chaotic
81,Sim.81,chaotic,chaotic,not chaotic,not chaotic
82,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.81,chaotic,not chaotic,not chaotic,not chaotic
84,Sim.81,chaotic,chaotic,not chaotic,not chaotic
85,Sim.81,not chaotic,not chaotic,chaotic,not chaotic
86,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
87,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
88,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
89,Sim.81,not chaotic,not chaotic,chaotic,not chaotic
90,Sim.81,chaotic,not chaotic,chaotic,not chaotic
91,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
94,Sim.81,not chaotic,not chaotic,chaotic,not chaotic
95,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.81,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
5,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
9,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
12,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
13,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.82,chaotic,not chaotic,not chaotic,chaotic
17,Sim.82,chaotic,chaotic,not chaotic,chaotic
18,Sim.82,chaotic,chaotic,not chaotic,not chaotic
19,Sim.82,chaotic,chaotic,not chaotic,not chaotic
20,Sim.82,chaotic,chaotic,not chaotic,not chaotic
21,Sim.82,chaotic,chaotic,not chaotic,not chaotic
22,Sim.82,chaotic,chaotic,not chaotic,not chaotic
23,Sim.82,chaotic,chaotic,not chaotic,not chaotic
24,Sim.82,chaotic,chaotic,not chaotic,not chaotic
25,Sim.82,chaotic,chaotic,not chaotic,not chaotic
26,Sim.82,chaotic,chaotic,not chaotic,not chaotic
27,Sim.82,chaotic,chaotic,not chaotic,not chaotic
28,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
29,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
33,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
42,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
45,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
46,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
49,Sim.82,chaotic,chaotic,chaotic,chaotic
50,Sim.82,chaotic,chaotic,chaotic,chaotic
51,Sim.82,chaotic,chaotic,chaotic,chaotic
52,Sim.82,not chaotic,not chaotic,chaotic,chaotic
53,Sim.82,chaotic,chaotic,not chaotic,chaotic
54,Sim.82,chaotic,chaotic,chaotic,chaotic
55,Sim.82,chaotic,chaotic,chaotic,chaotic
56,Sim.82,chaotic,chaotic,chaotic,chaotic
57,Sim.82,chaotic,chaotic,chaotic,not chaotic
58,Sim.82,chaotic,chaotic,chaotic,not chaotic
59,Sim.82,chaotic,chaotic,chaotic,chaotic
60,Sim.82,chaotic,chaotic,not chaotic,not chaotic
61,Sim.82,not chaotic,chaotic,chaotic,not chaotic
62,Sim.82,chaotic,chaotic,chaotic,not chaotic
63,Sim.82,chaotic,chaotic,chaotic,chaotic
64,Sim.82,not chaotic,chaotic,chaotic,chaotic
65,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
66,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
71,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
72,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.82,not chaotic,chaotic,chaotic,not chaotic
78,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.82,not chaotic,chaotic,chaotic,not chaotic
80,Sim.82,not chaotic,chaotic,chaotic,not chaotic
81,Sim.82,chaotic,chaotic,not chaotic,not chaotic
82,Sim.82,chaotic,chaotic,not chaotic,not chaotic
83,Sim.82,chaotic,not chaotic,not chaotic,not chaotic
84,Sim.82,chaotic,chaotic,not chaotic,not chaotic
85,Sim.82,not chaotic,chaotic,chaotic,not chaotic
86,Sim.82,chaotic,not chaotic,chaotic,not chaotic
87,Sim.82,not chaotic,not chaotic,chaotic,not chaotic
88,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
89,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.82,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.82,not chaotic,chaotic,chaotic,not chaotic
92,Sim.82,not chaotic,not chaotic,chaotic,not chaotic
93,Sim.82,not chaotic,chaotic,not chaotic,not chaotic
94,Sim.82,chaotic,not chaotic,chaotic,not chaotic
95,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.82,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.83,chaotic,not chaotic,not chaotic,chaotic
4,Sim.83,chaotic,not chaotic,not chaotic,chaotic
5,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.83,not chaotic,not chaotic,not chaotic,chaotic
7,Sim.83,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.83,chaotic,not chaotic,not chaotic,chaotic
9,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.83,chaotic,not chaotic,not chaotic,not chaotic
13,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.83,chaotic,not chaotic,not chaotic,not chaotic
15,Sim.83,chaotic,not chaotic,not chaotic,chaotic
16,Sim.83,chaotic,not chaotic,not chaotic,chaotic
17,Sim.83,chaotic,chaotic,not chaotic,chaotic
18,Sim.83,chaotic,chaotic,not chaotic,not chaotic
19,Sim.83,chaotic,chaotic,not chaotic,not chaotic
20,Sim.83,chaotic,chaotic,not chaotic,not chaotic
21,Sim.83,chaotic,chaotic,not chaotic,chaotic
22,Sim.83,not chaotic,chaotic,not chaotic,not chaotic
23,Sim.83,not chaotic,chaotic,not chaotic,not chaotic
24,Sim.83,chaotic,chaotic,not chaotic,not chaotic
25,Sim.83,not chaotic,chaotic,not chaotic,chaotic
26,Sim.83,chaotic,chaotic,not chaotic,not chaotic
27,Sim.83,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.83,chaotic,chaotic,not chaotic,chaotic
29,Sim.83,chaotic,chaotic,not chaotic,not chaotic
30,Sim.83,chaotic,chaotic,not chaotic,not chaotic
31,Sim.83,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.83,chaotic,chaotic,not chaotic,chaotic
33,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.83,chaotic,chaotic,not chaotic,not chaotic
45,Sim.83,chaotic,not chaotic,not chaotic,not chaotic
46,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.83,chaotic,not chaotic,chaotic,not chaotic
48,Sim.83,not chaotic,not chaotic,not chaotic,not chaotic
49,Sim.83,chaotic,chaotic,chaotic,chaotic
50,Sim.83,chaotic,chaotic,chaotic,chaotic
51,Sim.83,chaotic,chaotic,chaotic,chaotic
52,Sim.83,chaotic,chaotic,chaotic,chaotic
